11/07/2022 2521
11/08/2022 2466
11/09/2022 2338
11/10/2022 2207
11/12/2022 2245
11/16/2022 2340
11/23/2022 2421
11/27/2022 2494
11/28/2022 2313
11/29/2022 2325
12/4/2022  2385
12/5/2022  2384
12/6/2022  1941
12/18/2022 2133
12/19/2022 2028
1/3/2023 2116
1/8/2023 2233
1/17/2023 2214
1/18/2023 2045
1/21/2023 2076
1/22/2023 2030
1/23/2023 2035
1/30/2023 2154
2/4/2023 2262
2/7/2023 2291
EOD
